Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Employee Benefits,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Current Deferred Liabilities,Current Deferred Revenue,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables And Accrued Expenses,Current Accrued Expenses,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investments And Advances,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Inventory,Finished Goods,Raw Materials,Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Symbol,Capital Lease Obligations,Minority Interest,Derivative Product Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Liabilities,Non Current Deferred Revenue,Long Term Capital Lease Obligation,Long Term Provisions,Other Current Liabilities,Other Current Borrowings,Total Tax Payable,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Non Current Accounts Receivable,Financial Assets,Construction In Progress,Other Properties,Hedging Assets Current,Other Inventories,Work In Process,Other Receivables,Treasury Shares Number,Current Capital Lease Obligation,Other Short Term Investments,Cash Financial,Treasury Stock,Non Current Deferred Taxes Liabilities,Receivables Adjustments Allowances,Commercial Paper,Investmentin Financial Assets,Available For Sale Securities,Leases,Cash Equivalents,Dividends Payable,Other Payable,Income Tax Payable,Other Investments,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Preferred Shares Number,Preferred Stock Equity,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Prepaid Assets,Liabilities Heldfor Sale Non Current,Investmentsin Joint Venturesat Cost,Assets Held For Sale Current,Taxes Receivable,Other Equity Interest,Current Provisions,Interest Payable,Non Current Note Receivables,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investmentsin Associatesat Cost,Preferred Securities Outside Stock Equity,Line Of Credit,Current Notes Payable,Notes Receivable,Loans Receivable,Foreign Currency Translation Adjustments,Minimum Pension Liabilities,Unrealized Gain Loss,Held To Maturity Securities,Investment Properties,Duefrom Related Parties Current,Current Deferred Assets,Dueto Related Parties Current,Inventories Adjustments Allowances,Non Current Accrued Expenses,Accrued Interest Receivable,Trading Securities,Investmentsin Subsidiariesat Cost,Total Partnership Capital,Limited Partnership Capital,Dueto Related Parties Non Current,Duefrom Related Parties Non Current,Fixed Assets Revaluation Reserve,Current Deferred Taxes Liabilities,Current Deferred Taxes Assets,General Partnership Capital
1289435500.0,1314025336.0,1991000000.0,2687000000.0,4895000000.0,8179000000.0,1396000000.0,4895000000.0,5768000000.0,7393000000.0,6037000000.0,5768000000.0,-338000000.0,147000000.0,5583000000.0,234000000.0,549000000.0,549000000.0,,5590000000.0,2952000000.0,56000000.0,354000000.0,,1829000000.0,1625000000.0,2638000000.0,17000000.0,17000000.0,858000000.0,786000000.0,309000000.0,1261000000.0,91000000.0,1170000000.0,912000000.0,11627000000.0,7593000000.0,104000000.0,2000000.0,873000000.0,343000000.0,530000000.0,6329000000.0,-7437000000.0,13766000000.0,8280000000.0,,1140000000.0,0.0,4034000000.0,,,1703000000.0,,,1651000000.0,1376000000.0,592000000.0,420000000.0,ICL,276000000.0,269000000.0,,,489000000.0,,204000000.0,224000000.0,108000000.0,786000000.0,170000000.0,112000000.0,11000000.0,152000000.0,152000000.0,9000000.0,1000000.0,523000000.0,3823000000.0,53000000.0,,,208000000.0,24589836.0,72000000.0,172000000.0,,260000000.0,489000000.0,,,,,,,,88000000.0,,,,,,,2000000.0,,35000000.0,,,,67000000.0,,85000000.0,,,,,,,,,,-485000000.0,,,,,,,,,,,,,,,,,,,,
1289256070.0,1289256070.0,2269000000.0,2576000000.0,4813000000.0,8240000000.0,1654000000.0,4813000000.0,5664000000.0,7648000000.0,5908000000.0,5664000000.0,-438000000.0,135000000.0,5579000000.0,234000000.0,549000000.0,549000000.0,,5366000000.0,3080000000.0,64000000.0,334000000.0,,1984000000.0,1984000000.0,2286000000.0,,,592000000.0,592000000.0,,1623000000.0,,1623000000.0,814000000.0,11274000000.0,7334000000.0,217000000.0,,851000000.0,,,6125000000.0,,,,,,,3940000000.0,,,1722000000.0,,,1749000000.0,1387000000.0,469000000.0,307000000.0,ICL,,244000000.0,,,464000000.0,,,234000000.0,,,,,,141000000.0,141000000.0,,,,,,,,362000000.0,,,162000000.0,,260000000.0,464000000.0,,,,,,,,809000000.0,,,,,,,,,,,,,,,71000000.0,,,,,,,,,,-573000000.0,,,,,,,,,,,,,,,,,,,,
1289256070.0,1289256070.0,2419000000.0,2791000000.0,4798000000.0,8461000000.0,1826000000.0,4798000000.0,5670000000.0,7787000000.0,5910000000.0,5670000000.0,-366000000.0,136000000.0,5513000000.0,234000000.0,549000000.0,549000000.0,,5674000000.0,3243000000.0,61000000.0,362000000.0,,2117000000.0,2117000000.0,2431000000.0,,,674000000.0,674000000.0,,1682000000.0,,1682000000.0,893000000.0,11584000000.0,7327000000.0,209000000.0,,872000000.0,,,6097000000.0,,,,,,,4257000000.0,,,2006000000.0,,,1713000000.0,1380000000.0,538000000.0,372000000.0,ICL,,240000000.0,,,467000000.0,,,236000000.0,,,,,,149000000.0,149000000.0,,,,,,,,333000000.0,,,166000000.0,,260000000.0,467000000.0,,,,,,,,789000000.0,,,,,,,,,,,,,,,75000000.0,,,,,,,,,,-502000000.0,,,,,,,,,,,,,,,,,,,,
1289256070.0,1313845906.0,2430000000.0,2982000000.0,4764000000.0,8613000000.0,2009000000.0,4764000000.0,5631000000.0,7909000000.0,5898000000.0,5631000000.0,-385000000.0,130000000.0,5494000000.0,233000000.0,549000000.0,549000000.0,,6147000000.0,3412000000.0,68000000.0,385000000.0,,2278000000.0,2278000000.0,2735000000.0,,,704000000.0,704000000.0,,1952000000.0,,1952000000.0,967000000.0,12045000000.0,7301000000.0,213000000.0,,867000000.0,,,6066000000.0,,,,,,,4744000000.0,,,2116000000.0,,,1947000000.0,1631000000.0,681000000.0,552000000.0,ICL,,267000000.0,,,442000000.0,,,239000000.0,,,,,,155000000.0,155000000.0,,,,,,,,316000000.0,24589836.0,,129000000.0,,260000000.0,442000000.0,,,,,,,,985000000.0,,,,,,,,,,,,,,,79000000.0,,,,,,,,,,-515000000.0,,,,,,,,,,,,,,,,,,,,
82873000.0,107667000.0,548343000.0,1068942000.0,1044882000.0,2514682000.0,545071000.0,1044882000.0,1568906000.0,2189684000.0,1568906000.0,1568906000.0,-80397000.0,-80397000.0,4680150000.0,1604749000.0,10767000.0,10767000.0,,1784609000.0,827707000.0,,,,724657000.0,620778000.0,956902000.0,38193000.0,38193000.0,344285000.0,324998000.0,116339000.0,458085000.0,206428000.0,251657000.0,117462000.0,3353515000.0,1851542000.0,50826000.0,54395000.0,524024000.0,115352000.0,408672000.0,828611000.0,,828611000.0,,,,,1501973000.0,33565000.0,,390599000.0,259321000.0,103049000.0,578242000.0,507208000.0,397433000.0,397433000.0,IDXX,123166000.0,,,40026000.0,36789000.0,28043000.0,103879000.0,,,74998000.0,134195000.0,,,220252000.0,106517000.0,173434000.0,,,828611000.0,,,28229000.0,56575000.0,24794000.0,19287000.0,,,4651873000.0,8746000.0,,,,,,,,,,54395000.0,-10600000.0,517808000.0,,,,,47648000.0,,,,14459000.0,5510000.0,,,,,,,250000000.0,,,,,,,,,,54486000.0,,,26235000.0,,,,,,,,,,,
83032000.0,107506000.0,493948000.0,1067353000.0,1034069000.0,2432410000.0,543707000.0,1034069000.0,1484530000.0,2107413000.0,1484530000.0,1484530000.0,-71206000.0,-71206000.0,4444571000.0,1569565000.0,10751000.0,10751000.0,,1775395000.0,823848000.0,,,,722554000.0,622883000.0,951547000.0,37195000.0,37195000.0,344799000.0,324997000.0,174375000.0,395178000.0,197982000.0,197196000.0,110643000.0,3259925000.0,1764671000.0,50164000.0,56193000.0,450461000.0,84500000.0,365961000.0,817676000.0,-784817000.0,1602493000.0,837150000.0,432038000.0,22400000.0,0.0,1495254000.0,29061000.0,,380282000.0,244901000.0,106392000.0,529528000.0,457445000.0,453932000.0,453932000.0,IDXX,119473000.0,,,39642000.0,35768000.0,28533000.0,99671000.0,,,74997000.0,86553000.0,,,222214000.0,107364000.0,167963000.0,,79059000.0,115499000.0,,,28989000.0,55111000.0,24474000.0,19802000.0,,,4474681000.0,7235000.0,,,,,116347000.0,,,,,56193000.0,-9501000.0,466946000.0,,,,,48370000.0,,,,16972000.0,5530000.0,,,,,,,250000000.0,,,,,,,,,,54081000.0,,,25884000.0,,,,,,,,,,,
83068000.0,107452000.0,687107000.0,1140165000.0,848512000.0,2316210000.0,414037000.0,848512000.0,1297407000.0,1916220000.0,1297407000.0,1297407000.0,-74891000.0,22286000.0,4250050000.0,1543024000.0,10745000.0,10745000.0,,1788997000.0,818804000.0,,,,720283000.0,618813000.0,970193000.0,37282000.0,37282000.0,419882000.0,399990000.0,158156000.0,354873000.0,192005000.0,162868000.0,112609000.0,3086404000.0,1702174000.0,42107000.0,54333000.0,448895000.0,87129000.0,361766000.0,804883000.0,,804883000.0,,,,,1384230000.0,19462000.0,,393974000.0,254546000.0,110089000.0,521865000.0,452699000.0,331696000.0,331696000.0,IDXX,121362000.0,,,40905000.0,38310000.0,27716000.0,101470000.0,,,149990000.0,50259000.0,,,192760000.0,68969000.0,159196000.0,,,804883000.0,7993000.0,,29339000.0,50954000.0,24384000.0,19892000.0,,,4437044000.0,10594000.0,,,,,,,,,,54333000.0,,,,,,,49875000.0,,,,18212000.0,5523000.0,,,,,,,250000000.0,,,,-94630000.0,-2381000.0,-166000.0,,,,59365000.0,,,19306000.0,,,,,,,,,,,
83060000.0,107378000.0,902997000.0,1152865000.0,638723000.0,2129696000.0,295166000.0,638723000.0,1093861000.0,1790705000.0,1093861000.0,1093861000.0,-73665000.0,10660000.0,4037819000.0,1515197000.0,10738000.0,10738000.0,,1776945000.0,893086000.0,,,,794181000.0,696844000.0,883859000.0,37779000.0,37779000.0,358684000.0,338991000.0,125600000.0,361796000.0,172091000.0,189705000.0,107664000.0,2870806000.0,1691781000.0,36096000.0,55391000.0,455138000.0,90932000.0,364206000.0,797418000.0,,797418000.0,,,,,1179025000.0,16883000.0,,395141000.0,258302000.0,107311000.0,532287000.0,461858000.0,132838000.0,132838000.0,IDXX,117030000.0,,,42702000.0,34622000.0,29054000.0,97337000.0,,,74991000.0,82041000.0,,,188369000.0,65337000.0,159369000.0,,,797418000.0,3918000.0,,29528000.0,50124000.0,24318000.0,19693000.0,,,4401743000.0,5568000.0,,,,,,,,,,55391000.0,,,,,,,38918000.0,,,,20305000.0,5515000.0,,,,,,,264000000.0,,,,-81681000.0,-2479000.0,-165000.0,,,,59040000.0,,,21581000.0,,,,,,,,,,,
83003000.0,107321000.0,1091481000.0,1320229000.0,383798000.0,2043949000.0,83817000.0,383798000.0,841101000.0,1537463000.0,841101000.0,841101000.0,-76615000.0,-76615000.0,3813583000.0,1489903000.0,10732000.0,10732000.0,,1967297000.0,901668000.0,,,,794539000.0,696362000.0,1065629000.0,37839000.0,37839000.0,525690000.0,506486000.0,110845000.0,391255000.0,200714000.0,190541000.0,117709000.0,2808398000.0,1658952000.0,35250000.0,54271000.0,457303000.0,94361000.0,362942000.0,780499000.0,,780499000.0,,,,,1149446000.0,18555000.0,,391011000.0,257268000.0,101952000.0,519861000.0,446025000.0,111367000.0,111367000.0,IDXX,117381000.0,,,51559000.0,36265000.0,30439000.0,98177000.0,,,74986000.0,72832000.0,,,177872000.0,57136000.0,153757000.0,,,780499000.0,11191000.0,,31791000.0,46644000.0,24318000.0,19204000.0,,,4401666000.0,5826000.0,,,,,,,,,,54271000.0,,,,,,,40084000.0,,,,27192000.0,5164000.0,,,,,,,431500000.0,,,,,,,,,,57377000.0,,,19305000.0,,,,,,,,,,,
75900000.0,90100000.0,707300000.0,1345300000.0,-153800000.0,4941900000.0,1093900000.0,-153800000.0,3618300000.0,4941200000.0,3618000000.0,3618300000.0,-110200000.0,-110200000.0,4055700000.0,851500000.0,900000.0,900000.0,0.0,2271400000.0,1810800000.0,201900000.0,,,1322900000.0,1322900000.0,460600000.0,62400000.0,62400000.0,22400000.0,700000.0,6800000.0,369000000.0,150500000.0,218500000.0,185800000.0,5889400000.0,4334900000.0,134600000.0,,3772100000.0,969100000.0,2803000000.0,428200000.0,-556100000.0,984300000.0,,,,,1554500000.0,74300000.0,,426000000.0,104900000.0,283400000.0,437900000.0,429100000.0,616300000.0,616300000.0,IEX,21700000.0,-300000.0,,,286000000.0,,,,,700000.0,32700000.0,,,,,,,,984300000.0,,,37700000.0,16000000.0,14200000.0,21700000.0,,,1179300000.0,286000000.0,-7200000.0,,,,,,0.0,,32700000.0,,,,,,,,,,,,,-300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75728593.0,90073413.0,791400000.0,1445800000.0,-308700000.0,4867100000.0,946000000.0,-308700000.0,3541400000.0,4866500000.0,3541200000.0,3541400000.0,-45800000.0,-45800000.0,3934300000.0,839000000.0,900000.0,900000.0,0.0,2324000000.0,1823700000.0,21200000.0,65100000.0,65100000.0,1423200000.0,1325100000.0,500300000.0,55900000.0,55900000.0,22600000.0,600000.0,19800000.0,402000000.0,155300000.0,246700000.0,179700000.0,5865200000.0,4418900000.0,138500000.0,,3850100000.0,1011800000.0,2838300000.0,430300000.0,-545700000.0,976000000.0,657000000.0,234700000.0,30800000.0,0.0,1446300000.0,63400000.0,,420800000.0,108200000.0,268100000.0,427800000.0,419000000.0,534300000.0,534300000.0,IEX,120100000.0,-200000.0,,5000000.0,309200000.0,17300000.0,98100000.0,,,600000.0,18500000.0,,,,,,,53500000.0,,,,44500000.0,16300000.0,14344820.0,22000000.0,,,1187000000.0,291900000.0,-7500000.0,,,,,,48500000.0,,18500000.0,,,,,,,,,,,,,,,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75624799.0,89962648.0,758800000.0,1439400000.0,-209800000.0,4708600000.0,1030700000.0,-209800000.0,3387100000.0,4707900000.0,3387200000.0,3387100000.0,-146200000.0,-146200000.0,3874000000.0,836100000.0,900000.0,900000.0,0.0,2282400000.0,1794900000.0,23700000.0,53400000.0,53400000.0,1417700000.0,1320800000.0,487500000.0,48900000.0,48900000.0,21700000.0,700000.0,13000000.0,403900000.0,161200000.0,242700000.0,176300000.0,5669600000.0,4151400000.0,20200000.0,,3596900000.0,919600000.0,2677300000.0,534300000.0,-539600000.0,1073900000.0,,106300000.0,,0.0,1518200000.0,78300000.0,,446600000.0,109900000.0,289700000.0,430600000.0,430600000.0,562700000.0,562700000.0,IEX,117900000.0,100000.0,,5000000.0,295100000.0,15800000.0,96900000.0,,,700000.0,17900000.0,,,,,,,,967600000.0,,,47000000.0,,14337849.0,21000000.0,,,1177700000.0,279300000.0,,,,,,,48500000.0,,17900000.0,,-6900000.0,437500000.0,,,,,,,,,,,,13600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75706012.0,90073221.0,1015000000.0,1595200000.0,-393000000.0,4750700000.0,1001300000.0,-393000000.0,3278700000.0,4750200000.0,3278900000.0,3278700000.0,-87800000.0,-87800000.0,3713400000.0,834200000.0,900000.0,900000.0,0.0,2441000000.0,1954400000.0,22600000.0,55000000.0,55000000.0,1573100000.0,1471500000.0,486600000.0,51300000.0,51300000.0,22100000.0,500000.0,12200000.0,401000000.0,143600000.0,257400000.0,189700000.0,5719900000.0,4232000000.0,22200000.0,,3671700000.0,957300000.0,2714400000.0,538100000.0,-538800000.0,1076900000.0,,111500000.0,,0.0,1487900000.0,93200000.0,,482500000.0,118700000.0,313300000.0,455200000.0,455200000.0,457000000.0,457000000.0,IEX,123200000.0,200000.0,,5000000.0,298700000.0,12600000.0,101600000.0,,,500000.0,19200000.0,,,,,,,,965400000.0,,,50500000.0,,14367209.0,21600000.0,,,1182000000.0,286100000.0,,,,,,,48500000.0,,19200000.0,,-7000000.0,462200000.0,,,,,,,,,,,,5700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75683523.0,90069559.0,960000000.0,1591900000.0,-362200000.0,4699900000.0,1032600000.0,-362200000.0,3229200000.0,4699900000.0,3229500000.0,3229200000.0,-89200000.0,-89200000.0,3671500000.0,830000000.0,900000.0,900000.0,0.0,2428500000.0,1936600000.0,20500000.0,55200000.0,55200000.0,1570000000.0,1470700000.0,491900000.0,55400000.0,55400000.0,21900000.0,,9300000.0,405300000.0,143700000.0,261600000.0,216000000.0,5658000000.0,4133500000.0,31600000.0,,3591400000.0,933500000.0,2657900000.0,510500000.0,-528500000.0,1039000000.0,,108300000.0,,0.0,1524500000.0,69700000.0,,497600000.0,138900000.0,303800000.0,446500000.0,446500000.0,510700000.0,510700000.0,IEX,121200000.0,300000.0,,9100000.0,281800000.0,14500000.0,99300000.0,,,,45600000.0,,,,,,,,930700000.0,,,54900000.0,,14386036.0,21900000.0,,,1184000000.0,267300000.0,,,,,,,0.0,,45600000.0,,-7900000.0,454400000.0,,,,,,,,,,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255319533.0,275726629.0,9566000000.0,11040000000.0,-4363000000.0,24589000000.0,2587000000.0,-4363000000.0,14291000000.0,23441000000.0,14326000000.0,14291000000.0,-2191000000.0,-2191000000.0,-2481000000.0,19889000000.0,35000000.0,35000000.0,,16316000000.0,12496000000.0,527000000.0,252000000.0,252000000.0,9801000000.0,9150000000.0,3820000000.0,,,1239000000.0,1148000000.0,14000000.0,2395000000.0,627000000.0,1768000000.0,1346000000.0,30642000000.0,24235000000.0,305000000.0,11000000.0,18654000000.0,8116000000.0,10538000000.0,4870000000.0,-2468000000.0,7338000000.0,4250000000.0,1805000000.0,192000000.0,0.0,6407000000.0,74000000.0,7000000.0,2572000000.0,1251000000.0,889000000.0,2148000000.0,1977000000.0,732000000.0,732000000.0,IFF,742000000.0,35000000.0,,,1916000000.0,,651000000.0,,172000000.0,312000000.0,175000000.0,142000000.0,,253000000.0,253000000.0,,,366000000.0,725000000.0,,,432000000.0,,20407096.0,91000000.0,,,961000000.0,1916000000.0,,836000000.0,,,,,102000000.0,145000000.0,126000000.0,,-37000000.0,2014000000.0,,,11000000.0,,365000000.0,,,509000000.0,171000000.0,,,80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255288535.0,275726629.0,9368000000.0,10798000000.0,-4381000000.0,24682000000.0,2535000000.0,-4381000000.0,14611000000.0,23797000000.0,14642000000.0,14611000000.0,-1896000000.0,,-2439000000.0,19874000000.0,35000000.0,35000000.0,,16336000000.0,12578000000.0,560000000.0,253000000.0,253000000.0,9828000000.0,9186000000.0,3758000000.0,,,970000000.0,885000000.0,13000000.0,2632000000.0,367000000.0,2265000000.0,1378000000.0,30978000000.0,24685000000.0,310000000.0,11000000.0,18992000000.0,8357000000.0,10635000000.0,4955000000.0,-2402000000.0,7357000000.0,4225000000.0,1822000000.0,195000000.0,0.0,6293000000.0,165000000.0,6000000.0,2638000000.0,1292000000.0,940000000.0,2091000000.0,1726000000.0,703000000.0,703000000.0,IFF,727000000.0,31000000.0,,,1937000000.0,,642000000.0,,143000000.0,885000000.0,271000000.0,139000000.0,,278000000.0,278000000.0,,,400000000.0,715000000.0,,,406000000.0,,20438094.0,85000000.0,,,963000000.0,1937000000.0,,0.0,,,,,207000000.0,409000000.0,194000000.0,,-52000000.0,1778000000.0,,,11000000.0,,184000000.0,,,506000000.0,365000000.0,,,65000000.0,,,,,,,,,-1896000000.0,,,,,,,,,,,,,,,,,,,,
255268628.0,275726629.0,9672000000.0,11038000000.0,-4434000000.0,27279000000.0,2708000000.0,-4434000000.0,16978000000.0,26137000000.0,17069000000.0,16978000000.0,-2336000000.0,-2336000000.0,378000000.0,19865000000.0,35000000.0,35000000.0,,16326000000.0,12643000000.0,475000000.0,228000000.0,228000000.0,9813000000.0,9159000000.0,3683000000.0,,,1225000000.0,1142000000.0,5000000.0,2259000000.0,620000000.0,1639000000.0,1112000000.0,33395000000.0,27004000000.0,314000000.0,10000000.0,21412000000.0,8381000000.0,13031000000.0,4854000000.0,-2242000000.0,7096000000.0,3961000000.0,1721000000.0,191000000.0,0.0,6391000000.0,166000000.0,10000000.0,2706000000.0,1256000000.0,1019000000.0,2214000000.0,1831000000.0,629000000.0,629000000.0,IFF,737000000.0,91000000.0,,,2127000000.0,,654000000.0,,194000000.0,1142000000.0,180000000.0,202000000.0,,212000000.0,212000000.0,,,495000000.0,728000000.0,,,431000000.0,,20458001.0,83000000.0,,,964000000.0,2127000000.0,,0.0,,,,,207000000.0,140000000.0,118000000.0,,-55000000.0,1886000000.0,,,10000000.0,,184000000.0,,,482000000.0,383000000.0,,,74000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255221731.0,275726629.0,9932000000.0,11339000000.0,-4688000000.0,28193000000.0,2504000000.0,-4688000000.0,17623000000.0,26831000000.0,17716000000.0,17623000000.0,-1857000000.0,-1857000000.0,560000000.0,19851000000.0,35000000.0,35000000.0,,16743000000.0,12811000000.0,504000000.0,233000000.0,233000000.0,9891000000.0,9208000000.0,3932000000.0,,,1448000000.0,1362000000.0,7000000.0,2372000000.0,635000000.0,1737000000.0,1227000000.0,34459000000.0,28023000000.0,312000000.0,11000000.0,22311000000.0,8813000000.0,13498000000.0,4980000000.0,-2186000000.0,7166000000.0,3548000000.0,1743000000.0,194000000.0,0.0,6436000000.0,172000000.0,11000000.0,2947000000.0,1397000000.0,1076000000.0,2269000000.0,1887000000.0,638000000.0,638000000.0,IFF,769000000.0,93000000.0,,,2183000000.0,,683000000.0,,105000000.0,1203000000.0,167000000.0,190000000.0,,219000000.0,219000000.0,,,587000000.0,1094000000.0,,,474000000.0,,20504898.0,86000000.0,,,966000000.0,2183000000.0,,159000000.0,,,,,206000000.0,137000000.0,110000000.0,,-63000000.0,1950000000.0,,,11000000.0,,187000000.0,,,212000000.0,382000000.0,,,57000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255067476.0,275726629.0,10701000000.0,11944000000.0,-4668000000.0,29049000000.0,2568000000.0,-4668000000.0,17758000000.0,26978000000.0,17849000000.0,17758000000.0,-1887000000.0,-1887000000.0,739000000.0,19844000000.0,35000000.0,35000000.0,,17621000000.0,12747000000.0,494000000.0,235000000.0,235000000.0,9789000000.0,9220000000.0,4874000000.0,,,2155000000.0,2071000000.0,12000000.0,2415000000.0,676000000.0,1739000000.0,1197000000.0,35470000000.0,28028000000.0,344000000.0,11000000.0,22426000000.0,8968000000.0,13458000000.0,4879000000.0,-2085000000.0,6964000000.0,3748000000.0,1730000000.0,191000000.0,0.0,7442000000.0,136000000.0,16000000.0,3101000000.0,1467000000.0,1161000000.0,2234000000.0,1899000000.0,590000000.0,590000000.0,IFF,653000000.0,91000000.0,,,2229000000.0,,569000000.0,,292000000.0,1483000000.0,233000000.0,180000000.0,,188000000.0,188000000.0,,,640000000.0,655000000.0,,,473000000.0,,20659153.0,84000000.0,,,973000000.0,2229000000.0,,588000000.0,,,,,207000000.0,102000000.0,160000000.0,,-54000000.0,1953000000.0,,,11000000.0,,163000000.0,,,1202000000.0,335000000.0,,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200482249.0,207355445.0,5098000000.0,5924000000.0,-5347000000.0,7113000000.0,430000000.0,-5347000000.0,1443000000.0,7097000000.0,1953000000.0,1443000000.0,521000000.0,521000000.0,-1008000000.0,2065000000.0,21000000.0,21000000.0,,8512000000.0,6819000000.0,169000000.0,,,5868000000.0,5654000000.0,1693000000.0,69000000.0,69000000.0,56000000.0,16000000.0,170000000.0,1137000000.0,165000000.0,972000000.0,797000000.0,10465000000.0,8343000000.0,59000000.0,,6790000000.0,2283000000.0,4507000000.0,1278000000.0,-282000000.0,1560000000.0,306000000.0,67000000.0,1000000.0,0.0,2123000000.0,30000000.0,167000000.0,317000000.0,,,965000000.0,832000000.0,572000000.0,572000000.0,IGT,254000000.0,510000000.0,,350000000.0,432000000.0,43000000.0,214000000.0,,261000000.0,,136000000.0,,,50000000.0,50000000.0,166000000.0,,28000000.0,1158000000.0,,,,56000000.0,6873196.0,40000000.0,,,156000000.0,389000000.0,,,,,,,,39000000.0,83000000.0,,-38000000.0,870000000.0,,,,,46000000.0,,,,77000000.0,,,82000000.0,,,,,16000000.0,,,,,,,,,,26000000.0,,,,,,,,,,,,,,
200482000.0,207355000.0,5252000000.0,6045000000.0,-4569000000.0,7297000000.0,251000000.0,-4569000000.0,1487000000.0,6908000000.0,1967000000.0,1487000000.0,523000000.0,523000000.0,-1000000000.0,2099000000.0,21000000.0,21000000.0,,8491000000.0,6624000000.0,153000000.0,,,5656000000.0,5421000000.0,1867000000.0,,,389000000.0,389000000.0,,697000000.0,,697000000.0,697000000.0,10458000000.0,8337000000.0,1009000000.0,,6056000000.0,1580000000.0,4476000000.0,1272000000.0,,1272000000.0,,,,,2118000000.0,455000000.0,139000000.0,323000000.0,97000000.0,207000000.0,643000000.0,643000000.0,558000000.0,558000000.0,IGT,235000000.0,480000000.0,,358000000.0,457000000.0,46000000.0,235000000.0,,781000000.0,389000000.0,,,,,,,,,1272000000.0,,,37000000.0,,6873000.0,,,,156000000.0,411000000.0,,,,,,,,,,,-9000000.0,652000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18000000.0,,,,,,,,,,,,
200293000.0,207166000.0,5355000000.0,6062000000.0,-4681000000.0,7243000000.0,290000000.0,-4681000000.0,1427000000.0,7023000000.0,1900000000.0,1427000000.0,525000000.0,525000000.0,-1095000000.0,2132000000.0,21000000.0,21000000.0,,8614000000.0,6835000000.0,165000000.0,,,5842000000.0,5596000000.0,1779000000.0,,,220000000.0,220000000.0,,717000000.0,,717000000.0,717000000.0,10514000000.0,8444000000.0,1062000000.0,,6108000000.0,1615000000.0,4493000000.0,1274000000.0,,1274000000.0,,,,,2069000000.0,492000000.0,138000000.0,316000000.0,90000000.0,216000000.0,662000000.0,662000000.0,461000000.0,461000000.0,IGT,246000000.0,473000000.0,,360000000.0,468000000.0,51000000.0,246000000.0,,842000000.0,220000000.0,,,,,,,,,1274000000.0,,1000000.0,29000000.0,,6873000.0,,,461000000.0,156000000.0,417000000.0,,,,,,,,,,,-10000000.0,672000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20000000.0,,,,,,,,,,,,
